data	word	mean	low	high
0	before	0.7224738759113544	0.6406828555583365	0.8042648962643723
25	before	0.9085735966428131	0.8075393477203239	1.0096078455653024
50	before	0.9686439838312286	0.9305209399733991	1.0067670276890581
75	before	0.9942323219960558	0.987581764757233	1.0008828792348787
100	before	0.9922497845327555	0.9826681697237492	1.0018313993417618
125	before	0.9964845664005861	0.9950589994573322	0.99791013334384
150	before	0.984736581022064	0.9570377307108388	1.0124354313332893
175	before	0.9807360697592898	0.9439610823502766	1.017511057168303
200	before	0.9968274328714165	0.9952166854264674	0.9984381803163657
225	before	0.9978071966706891	0.996787426736515	0.9988269666048631
250	before	0.9987224804094595	0.998113238522592	0.999331722296327
275	before	0.9977249435376992	0.9965096048052426	0.9989402822701559
300	before	0.9975516378609007	0.9961573253587687	0.9989459503630328
325	before	0.9975574600466608	0.9963595275163699	0.9987553925769517
350	before	0.9971572849078242	0.995812440919804	0.9985021288958443
375	before	0.9981076297381791	0.9967125030691759	0.9995027564071823
400	before	0.9983523760444463	0.9969910903872007	0.9997136617016918
425	before	0.9985698018678805	0.9976375156320832	0.9995020881036777
450	before	0.998507300481423	0.9971461487808365	0.9998684521820095
475	before	0.9990467394173167	0.9979568548216812	1.0001366240129523
500	before	0.9885829177539139	0.966903395668323	1.010262439839505
525	before	0.9891448432062196	0.9668630463092127	1.0114266401032266
550	before	0.9887220056362712	0.9671225528847013	1.010321458387841
575	before	0.9888873430848975	0.9675203263448898	1.0102543598249052
600	before	0.989035438326371	0.9676366046582316	1.0104342719945103
625	before	0.9889063302835056	0.9678880726169506	1.0099245879500605
0	after	0.5512431524039682	0.4754181201451622	0.6270681846627741
25	after	0.5328544135041012	0.4135809458490587	0.6521278811591438
50	after	0.560324507321409	0.5298739118475743	0.5907751027952438
75	after	0.5293098392394452	0.498927286454314	0.5596923920245764
100	after	0.47759873773054173	0.4288860409035298	0.5263114345575537
125	after	0.4649752129552367	0.40219562005079335	0.52775480585968
150	after	0.4574130744486949	0.365885980984377	0.5489401679130128
175	after	0.4501425790198706	0.35891866067581446	0.5413664973639267
200	after	0.490153256383401	0.47683818430401964	0.5034683284627823
225	after	0.49559147949770566	0.4883799266787248	0.5028030323166865
250	after	0.4856882777737252	0.4575217712098696	0.5138547843375808
275	after	0.49289413567951557	0.4822847485435251	0.503503522815506
300	after	0.4964402423674487	0.4932809230230185	0.4995995617118789
325	after	0.49848791486037686	0.4978422263818255	0.4991336033389282
350	after	0.49872912217165255	0.4978366131460308	0.4996216311972743
375	after	0.49860497326731795	0.4979715269996285	0.4992384195350074
400	after	0.49771516068020455	0.49729150195711813	0.49813881940329097
425	after	0.49829712914925245	0.4976648662119815	0.49892939208652337
450	after	0.4983848189714866	0.4975941627138763	0.49917547522909694
475	after	0.49802640592867614	0.4975253602258044	0.4985274516315479
500	after	0.4986548371082495	0.49778400684496177	0.4995256673715372
525	after	0.4977869193530733	0.49749007123179967	0.4980837674743469
550	after	0.4982408040280697	0.497370688741989	0.4991109193141504
575	after	0.4983759070461003	0.4975909725313917	0.4991608415608089
600	after	0.49817881504983846	0.49737310361242915	0.4989845264872478
625	after	0.49825600599084535	0.49740189386180456	0.49911011811988615
0	since	0.6837802574462556	0.6578646026786219	0.7096959122138893
25	since	0.7462440022624829	0.7359437030857793	0.7565443014391865
50	since	0.7876501473129555	0.7566742496823804	0.8186260449435305
75	since	0.8319810408732814	0.7845493502685611	0.8794127314780017
100	since	0.873087188551318	0.8318052504304059	0.91436912667223
125	since	0.9140657954565322	0.8814151607949393	0.9467164301181251
150	since	0.9304542878036131	0.8941586461542703	0.9667499294529558
175	since	0.9505736875189399	0.9289547053798733	0.9721926696580064
200	since	0.9496810975562492	0.9295907866225529	0.9697714084899455
225	since	0.9516359430979114	0.9335153592343202	0.9697565269615027
250	since	0.9564340402904495	0.9390863546193334	0.9737817259615656
275	since	0.9596681313812572	0.944599552859459	0.9747367099030554
300	since	0.9626658612804794	0.9467084392310118	0.978623283329947
325	since	0.9693811303787743	0.9619376989452998	0.9768245618122487
350	since	0.9740503097729848	0.9683033708242745	0.979797248721695
375	since	0.9738765981959334	0.9670121840680455	0.9807410123238214
400	since	0.9741904537832506	0.9684201389736271	0.9799607685928742
425	since	0.975388808293738	0.9701391913671632	0.9806384252203127
450	since	0.9750361968523862	0.972683756535164	0.9773886371696083
475	since	0.9754466274292951	0.9732856270316651	0.9776076278269251
500	since	0.9774103784781678	0.9747160959117199	0.9801046610446157
525	since	0.9797909428056258	0.9746738508157974	0.9849080347954543
550	since	0.9824158707869434	0.9762348111054436	0.9885969304684431
575	since	0.9819105303831147	0.9753979663228413	0.9884230944433882
600	since	0.981422319060605	0.9754736520255481	0.9873709860956618
625	since	0.9825483778351454	0.9761202278112671	0.9889765278590237
0	until	0.6824090333013916	0.6461455202332337	0.7186725463695495
25	until	0.762457307719997	0.7553130256919437	0.7696015897480503
50	until	0.7849130515153959	0.7655566800869509	0.804269422943841
75	until	0.8685375778473537	0.8309268823663024	0.9061482733284051
100	until	0.8860907706698443	0.8428012098144099	0.9293803315252788
125	until	0.9045706075520966	0.8694007481903894	0.9397404669138039
150	until	0.9337722290793486	0.9149263238159113	0.952618134342786
175	until	0.9355649172122781	0.9153009956418131	0.955828838782743
200	until	0.9413724217937487	0.9272668570515117	0.9554779865359857
225	until	0.9453741015573773	0.9290191270387239	0.9617290760760308
250	until	0.9476125132879392	0.929857081750691	0.9653679448251873
275	until	0.9418299602663164	0.920574869648843	0.9630850508837897
300	until	0.946371198127614	0.9307467926386281	0.9619956036166
325	until	0.9481152824088386	0.9306946071951716	0.9655359576225055
350	until	0.9521345086419659	0.9352408511107195	0.9690281661732123
375	until	0.9546942713492567	0.9390853804959833	0.97030316220253
400	until	0.9557048628511898	0.9396188047289438	0.9717909209734359
425	until	0.9657501196430949	0.9505084515862325	0.9809917876999572
450	until	0.964080153950437	0.9495020711992594	0.9786582367016146
475	until	0.9626141679850965	0.9498863768870888	0.9753419590831042
500	until	0.9683484765914742	0.954526995980247	0.9821699572027013
525	until	0.9702270230749327	0.9558667835543719	0.9845872625954935
550	until	0.9690239449425114	0.9548891133935602	0.9831587764914627
575	until	0.9696473554847049	0.955227007434206	0.9840677035352039
600	until	0.974001472399015	0.9618650335956439	0.9861379112023861
625	until	0.9784405351671649	0.9676605345608802	0.9892205357734496
0	while	0.6589030706423125	0.6395619830211249	0.6782441582635
25	while	0.6864313130176022	0.6525107696527723	0.720351856382432
50	while	0.7225448855750122	0.6785865484111062	0.7665032227389181
75	while	0.7645795974593259	0.7230964468173846	0.8060627481012672
100	while	0.8032850468067938	0.7365829434992701	0.8699871501143175
125	while	0.8156936228830406	0.7472993421778565	0.8840879035882246
150	while	0.8474672578472102	0.7660636342710496	0.9288708814233708
175	while	0.8946785862317691	0.8277001628085283	0.9616570096550099
200	while	0.9121004590708078	0.8488005624705248	0.9754003556710908
225	while	0.9140389193581319	0.849676135089616	0.9784017036266477
250	while	0.9324850854972685	0.8733882417365485	0.9915819292579885
275	while	0.9559248541674904	0.9074802565225893	1.0043694518123913
300	while	0.9625676611979724	0.9141344245171101	1.0110008978788347
325	while	0.9627596617548583	0.9142080892010761	1.0113112343086403
350	while	0.9631091198514993	0.9145227323975457	1.0116955073054528
375	while	0.9640951675492847	0.9151851372476472	1.0130051978509222
400	while	0.9639386133528984	0.9151438976907993	1.0127333290149976
425	while	0.9643829460006272	0.9154894142717428	1.0132764777295116
450	while	0.9742580944756621	0.9367621989224765	1.011753990028848
475	while	0.980982614853727	0.9447264917431992	1.0172387379642547
500	while	0.9813202598756887	0.9445921500731337	1.0180483696782439
525	while	0.9800255561938359	0.943600919643754	1.0164501927439178
550	while	0.9801903718058923	0.9438670562649955	1.0165136873467893
575	while	0.9811119921812752	0.9447415952834354	1.0174823890791151
600	while	0.9811384167172296	0.9448477963784103	1.0174290370560488
625	while	0.9809661922663918	0.9445228126410767	1.0174095718917069
0	after1	0.4	0.3020629934629424	0.3020629934629425
25	after1	0.4	0.3020629934629424	0.3020629934629425
50	after1	0.4	0.3020629934629424	0.3020629934629425
75	after1	0.4	0.3020629934629424	0.3020629934629425
100	after1	0.4	0.3020629934629424	0.3020629934629425
125	after1	0.4	0.3020629934629424	0.3020629934629425
150	after1	0.4	0.3020629934629424	0.3020629934629425
175	after1	0.4	0.3020629934629424	0.3020629934629425
200	after1	0.4	0.3020629934629424	0.3020629934629425
225	after1	0.4	0.3020629934629424	0.3020629934629425
250	after1	0.4	0.3020629934629424	0.3020629934629425
275	after1	0.4	0.3020629934629424	0.3020629934629425
300	after1	0.4	0.3020629934629424	0.3020629934629425
325	after1	0.4	0.3020629934629424	0.3020629934629425
350	after1	0.4	0.3020629934629424	0.3020629934629425
375	after1	0.4	0.3020629934629424	0.3020629934629425
400	after1	0.4	0.3020629934629424	0.3020629934629425
425	after1	0.4	0.3020629934629424	0.3020629934629425
450	after1	0.4	0.3020629934629424	0.3020629934629425
475	after1	0.4	0.3020629934629424	0.3020629934629425
500	after1	0.4	0.3020629934629424	0.3020629934629425
525	after1	0.4	0.3020629934629424	0.3020629934629425
550	after1	0.4	0.3020629934629424	0.3020629934629425
575	after1	0.4	0.3020629934629424	0.3020629934629425
600	after1	0.4	0.3020629934629424	0.3020629934629425
625	after1	0.4	0.3020629934629424	0.3020629934629425